,INDEX,VD,,"OSFP Port#","OSFP Lane#",VD,"Port Group","Rx Ramon3","Rx Core","Physical Rx Lane","Rx 2x2 Mux","Post-Mux Rx Lane","Tx Ramon3","Tx Core","Physical Tx Lane","Tx 8x8 Mux","Post-Mux Tx Lane",,"Rx Trace Loss","Tx Trace Loss",,Pre3,Pre2,Pre,Main,Post,Post2
,681,R1.0,,86,1,2,5,1,20,6,x,2,1,20,3,x,2,,4.4,5.2,,0,0,-8,104,-4,0
,682,R0.0,,86,2,0,5,0,43,6,x,2,0,43,2,x,2,,7.8,7.4,,0,2,-20,124,-8,0
,683,R1.1,,86,3,3,5,1,20,2,x,6,1,20,7,x,6,,4.4,5.1,,0,0,-8,104,-4,0
,684,R0.1,,86,4,1,5,0,43,2,x,6,0,43,6,x,6,,7.6,7.5,,0,2,-20,124,-8,0
,685,R1.0,,86,5,2,5,1,21,6,x,2,1,21,3,x,2,,4.4,4.9,,0,0,-8,104,-4,0
,686,R0.0,,86,6,0,5,0,42,6,x,2,0,42,2,x,2,,7.5,7.4,,0,2,-20,124,-8,0
,687,R1.1,,86,7,3,5,1,21,2,x,6,1,21,7,x,6,,4.4,4.8,,0,0,-8,104,-4,0
,688,R0.1,,86,8,1,5,0,42,2,x,6,0,42,6,x,6,,7.4,7.5,,0,2,-20,124,-8,0
,689,R1.0,,87,1,2,5,1,22,7,x,3,1,22,3,x,3,,3.1,4.0,,0,0,-8,104,-4,0
,690,R0.0,,87,2,0,5,0,41,7,x,3,0,41,2,x,3,,8.3,8.1,,0,2,-16,120,-4,0
,691,R1.1,,87,3,3,5,1,22,3,x,7,1,22,7,x,7,,3.3,3.7,,0,0,-8,104,-4,0
,692,R0.1,,87,4,1,5,0,41,3,x,7,0,41,6,x,7,,8.3,8.0,,0,2,-16,120,-4,0
,693,R1.0,,87,5,2,5,1,23,7,x,3,1,23,3,x,3,,3.1,3.6,,0,0,-8,104,-4,0
,694,R0.0,,87,6,0,5,0,40,7,x,3,0,40,2,x,3,,8.0,8.0,,0,2,-16,120,-4,0
,695,R1.1,,87,7,3,5,1,23,3,x,7,1,23,7,x,7,,3.4,3.5,,0,0,-8,104,-4,0
,696,R0.1,,87,8,1,5,0,40,3,x,7,0,40,6,x,7,,8.1,8.1,,0,2,-16,120,-4,0
,697,R1.0,,88,1,2,5,1,20,7,x,3,1,20,0,x,3,,2.4,3.1,,0,0,-8,96,0,0
,698,R0.0,,88,2,0,5,0,43,7,x,3,0,43,3,x,3,,9.5,8.5,,0,2,-16,120,-8,0
,699,R1.1,,88,3,3,5,1,20,3,x,7,1,20,4,x,7,,2.7,3.1,,0,0,-8,96,0,0
,700,R0.1,,88,4,1,5,0,43,3,x,7,0,43,7,x,7,,9.5,8.5,,0,2,-16,120,-8,0
,701,R1.0,,88,5,2,5,1,21,7,x,3,1,21,0,x,3,,2.4,2.9,,0,0,-8,96,0,0
,702,R0.0,,88,6,0,5,0,42,7,x,3,0,42,3,x,3,,9.2,8.5,,0,2,-16,120,-8,0
,703,R1.1,,88,7,3,5,1,21,3,x,7,1,21,4,x,7,,2.7,2.8,,0,0,-8,96,0,0
,704,R0.1,,88,8,1,5,0,42,3,x,7,0,42,7,x,7,,9.3,8.5,,0,2,-16,120,-8,0
,705,R1.1,,89,1,3,5,1,18,4,,4,1,18,0,x,4,,9.3,9.5,,0,2,-16,116,-4,0
,706,R0.1,,89,2,1,5,0,45,4,,4,0,45,3,x,4,,3.4,2.6,,0,0,-8,100,0,0
,707,R1.0,,89,3,2,5,1,18,0,,0,1,18,4,x,0,,9.1,9.4,,0,2,-16,116,-4,0
,708,R0.0,,89,4,0,5,0,45,0,,0,0,45,7,x,0,,3.0,2.6,,0,0,-8,100,0,0
,709,R1.1,,89,5,3,5,1,19,4,,4,1,19,0,x,4,,9.3,9.2,,0,2,-16,116,-4,0
,710,R0.1,,89,6,1,5,0,44,4,,4,0,44,3,x,4,,3.1,2.7,,0,0,-8,100,0,0
,711,R1.0,,89,7,2,5,1,19,0,,0,1,19,4,x,0,,9.1,9.1,,0,2,-16,116,-4,0
,712,R0.0,,89,8,0,5,0,44,0,,0,0,44,7,x,0,,2.8,2.7,,0,0,-8,100,0,0
,713,R1.1,,90,1,3,5,1,16,4,,4,1,16,1,x,4,,8.7,9.4,,0,2,-16,120,-4,0
,714,R0.1,,90,2,1,5,0,47,4,,4,0,47,0,x,4,,4.6,4.2,,0,0,-8,104,-4,0
,715,R1.0,,90,3,2,5,1,16,0,,0,1,16,5,x,0,,8.5,9.1,,0,2,-16,120,-4,0
,716,R0.0,,90,4,0,5,0,47,0,,0,0,47,4,x,0,,4.2,4.3,,0,0,-8,104,-4,0
,717,R1.1,,90,5,3,5,1,17,4,,4,1,17,1,x,4,,8.7,9.2,,0,2,-16,120,-4,0
,718,R0.1,,90,6,1,5,0,46,4,,4,0,46,0,x,4,,4.3,4.2,,0,0,-8,104,-4,0
,719,R1.0,,90,7,2,5,1,17,0,,0,1,17,5,x,0,,8.4,8.9,,0,2,-16,120,-4,0
,720,R0.0,,90,8,0,5,0,46,0,,0,0,46,4,x,0,,3.9,4.3,,0,0,-8,104,-4,0
,721,R1.1,,91,1,3,5,1,18,5,,5,1,18,1,x,5,,7.3,8.3,,0,2,-20,120,-8,0
,722,R0.1,,91,2,1,5,0,45,5,,5,0,45,0,x,5,,5.0,4.9,,0,0,-8,104,-4,0
,723,R1.0,,91,3,2,5,1,18,1,,1,1,18,5,x,1,,7.4,8.0,,0,2,-20,120,-8,0
,724,R0.0,,91,4,0,5,0,45,1,,1,0,45,4,x,1,,4.9,5.0,,0,0,-8,104,-4,0
,725,R1.1,,91,5,3,5,1,19,5,,5,1,19,1,x,5,,7.4,8.0,,0,2,-20,120,-8,0
,726,R0.1,,91,6,1,5,0,44,5,,5,0,44,0,x,5,,4.7,4.9,,0,0,-8,104,-4,0
,727,R1.0,,91,7,2,5,1,19,1,,1,1,19,5,x,1,,7.4,7.7,,0,2,-20,120,-8,0
,728,R0.0,,91,8,0,5,0,44,1,,1,0,44,4,x,1,,4.6,5.0,,0,0,-8,104,-4,0
,729,R1.1,,92,1,3,5,1,16,5,,5,1,16,2,x,5,,6.7,7.5,,0,2,-16,116,-8,0
,730,R0.1,,92,2,1,5,0,47,5,,5,0,47,1,x,5,,6.2,6.1,,0,0,-8,104,-4,0
,731,R1.0,,92,3,2,5,1,16,1,,1,1,16,6,x,1,,6.7,7.4,,0,2,-16,116,-8,0
,732,R0.0,,92,4,0,5,0,47,1,,1,0,47,5,x,1,,6.0,5.9,,0,0,-8,104,-4,0
,733,R1.1,,92,5,3,5,1,17,5,,5,1,17,2,x,5,,6.7,7.2,,0,2,-16,116,-8,0
,734,R0.1,,92,6,1,5,0,46,5,,5,0,46,1,x,5,,5.9,6.1,,0,0,-8,104,-4,0
,735,R1.0,,92,7,2,5,1,17,1,,1,1,17,6,x,1,,6.7,7.1,,0,2,-16,116,-8,0
,736,R0.0,,92,8,0,5,0,46,1,,1,0,46,5,x,1,,5.7,6.0,,0,0,-8,104,-4,0
,737,R1.0,,93,1,2,5,1,18,6,x,2,1,18,2,x,2,,5.6,6.3,,0,2,-12,108,-4,0
,738,R0.0,,93,2,0,5,0,45,6,x,2,0,45,1,x,2,,6.8,6.8,,0,2,-12,108,-4,0
,739,R1.1,,93,3,3,5,1,18,2,x,6,1,18,6,x,6,,5.6,6.2,,0,2,-12,108,-4,0
,740,R0.1,,93,4,1,5,0,45,2,x,6,0,45,5,x,6,,6.7,6.6,,0,2,-12,108,-4,0
,741,R1.0,,93,5,2,5,1,19,6,x,2,1,19,2,x,2,,5.6,6.0,,0,2,-12,108,-4,0
,742,R0.0,,93,6,0,5,0,44,6,x,2,0,44,1,x,2,,6.5,6.8,,0,2,-12,108,-4,0
,743,R1.1,,93,7,3,5,1,19,2,x,6,1,19,6,x,6,,5.6,6.0,,0,2,-12,108,-4,0
,744,R0.1,,93,8,1,5,0,44,2,x,6,0,44,5,x,6,,6.4,6.7,,0,2,-12,108,-4,0
,745,R1.0,,94,1,2,5,1,16,6,x,2,1,16,3,x,2,,5.0,5.5,,0,0,-8,104,-4,0
,746,R0.0,,94,2,0,5,0,47,6,x,2,0,47,2,x,2,,8.0,7.8,,0,2,-16,116,-8,0
,747,R1.1,,94,3,3,5,1,16,2,x,6,1,16,7,x,6,,5.0,5.4,,0,0,-8,104,-4,0
,748,R0.1,,94,4,1,5,0,47,2,x,6,0,47,6,x,6,,7.9,7.9,,0,2,-16,116,-8,0
,749,R1.0,,94,5,2,5,1,17,6,x,2,1,17,3,x,2,,4.9,5.3,,0,0,-8,104,-4,0
,750,R0.0,,94,6,0,5,0,46,6,x,2,0,46,2,x,2,,7.7,7.8,,0,2,-16,116,-8,0
,751,R1.1,,94,7,3,5,1,17,2,x,6,1,17,7,x,6,,4.9,5.1,,0,0,-8,104,-4,0
,752,R0.1,,94,8,1,5,0,46,2,x,6,0,46,6,x,6,,7.6,7.9,,0,2,-16,116,-8,0
,753,R1.0,,95,1,2,5,1,18,7,x,3,1,18,3,x,3,,3.6,4.4,,0,0,-8,104,-4,0
,754,R0.0,,95,2,0,5,0,45,7,x,3,0,45,2,x,3,,8.4,8.4,,0,2,-16,120,-8,0
,755,R1.1,,95,3,3,5,1,18,3,x,7,1,18,7,x,7,,3.9,4.2,,0,0,-8,104,-4,0
,756,R0.1,,95,4,1,5,0,45,3,x,7,0,45,6,x,7,,8.5,8.5,,0,2,-16,120,-8,0
,757,R1.0,,95,5,2,5,1,19,7,x,3,1,19,3,x,3,,3.6,4.1,,0,0,-8,104,-4,0
,758,R0.0,,95,6,0,5,0,44,7,x,3,0,44,2,x,3,,8.1,8.5,,0,2,-16,120,-8,0
,759,R1.1,,95,7,3,5,1,19,3,x,7,1,19,7,x,7,,3.9,4.0,,0,0,-8,104,-4,0
,760,R0.1,,95,8,1,5,0,44,3,x,7,0,44,6,x,7,,8.2,8.6,,0,2,-16,120,-8,0
,761,R1.0,,96,1,2,5,1,16,7,x,3,1,16,0,x,3,,3.0,3.6,,0,0,-8,96,0,0
,762,R0.0,,96,2,0,5,0,47,7,x,3,0,47,3,x,3,,9.6,9.0,,0,2,-16,120,-8,0
,763,R1.1,,96,3,3,5,1,16,3,x,7,1,16,4,x,7,,3.2,3.5,,0,0,-8,96,0,0
,764,R0.1,,96,4,1,5,0,47,3,x,7,0,47,7,x,7,,9.7,9.0,,0,2,-16,120,-8,0
,765,R1.0,,96,5,2,5,1,17,7,x,3,1,17,0,x,3,,3.0,3.3,,0,0,-8,96,0,0
,766,R0.0,,96,6,0,5,0,46,7,x,3,0,46,3,x,3,,9.3,9.0,,0,2,-16,120,-8,0
,767,R1.1,,96,7,3,5,1,17,3,x,7,1,17,4,x,7,,3.2,3.2,,0,0,-8,96,0,0
,768,R0.1,,96,8,1,5,0,46,3,x,7,0,46,7,x,7,,9.4,9.0,,0,2,-16,120,-8,0
,769,R1.1,,97,1,3,6,1,14,0,x,4,1,14,4,x,4,,9.7,9.9,,0,2,-16,120,-4,0
,770,R0.1,,97,2,1,6,0,49,0,x,4,0,49,7,x,4,,3.8,3.1,,0,0,-8,104,-4,0
,771,R1.0,,97,3,2,6,1,14,4,x,0,1,14,0,x,0,,9.9,9.8,,0,2,-16,120,-4,0
,772,R0.0,,97,4,0,6,0,49,4,x,0,0,49,3,x,0,,3.8,3.1,,0,0,-8,104,-4,0
,773,R1.1,,97,5,3,6,1,15,0,x,4,1,15,4,x,4,,9.7,9.6,,0,2,-16,120,-4,0
,774,R0.1,,97,6,1,6,0,48,0,x,4,0,48,7,x,4,,3.5,3.1,,0,0,-8,104,-4,0
,775,R1.0,,97,7,2,6,1,15,4,x,0,1,15,0,x,0,,9.9,9.5,,0,2,-16,120,-4,0
,776,R0.0,,97,8,0,6,0,48,4,x,0,0,48,3,x,0,,3.5,3.1,,0,0,-8,104,-4,0
,777,R1.1,,98,1,3,6,1,12,0,x,4,1,12,5,x,4,,9.0,9.7,,0,2,-16,120,-4,0
,778,R0.1,,98,2,1,6,0,51,0,x,4,0,51,4,x,4,,4.9,4.6,,0,0,-8,104,-4,0
,779,R1.0,,98,3,2,6,1,12,4,x,0,1,12,1,x,0,,9.2,9.7,,0,2,-16,120,-4,0
,780,R0.0,,98,4,0,6,0,51,4,x,0,0,51,0,x,0,,4.9,4.6,,0,0,-8,104,-4,0
,781,R1.1,,98,5,3,6,1,13,0,x,4,1,13,5,x,4,,9.0,9.4,,0,2,-16,120,-4,0
,782,R0.1,,98,6,1,6,0,50,0,x,4,0,50,4,x,4,,4.6,4.6,,0,0,-8,104,-4,0
,783,R1.0,,98,7,2,6,1,13,4,x,0,1,13,1,x,0,,9.2,9.4,,0,2,-16,120,-4,0
,784,R0.0,,98,8,0,6,0,50,4,x,0,0,50,0,x,0,,4.6,4.6,,0,0,-8,104,-4,0
,785,R1.1,,99,1,3,6,1,14,1,x,5,1,14,5,x,5,,7.9,8.5,,0,2,-16,120,-4,0
,786,R0.1,,99,2,1,6,0,49,1,x,5,0,49,4,x,5,,5.6,5.3,,0,0,-8,104,-4,0
,787,R1.0,,99,3,2,6,1,14,5,x,1,1,14,1,x,1,,7.9,8.5,,0,2,-16,120,-4,0
,788,R0.0,,99,4,0,6,0,49,5,x,1,0,49,0,x,1,,5.4,5.3,,0,0,-8,104,-4,0
,789,R1.1,,99,5,3,6,1,15,1,x,5,1,15,5,x,5,,8.0,8.2,,0,2,-16,120,-4,0
,790,R0.1,,99,6,1,6,0,48,1,x,5,0,48,4,x,5,,5.3,5.3,,0,0,-8,104,-4,0
,791,R1.0,,99,7,2,6,1,15,5,x,1,1,15,1,x,1,,7.9,8.3,,0,2,-16,120,-4,0
,792,R0.0,,99,8,0,6,0,48,5,x,1,0,48,0,x,1,,5.1,5.3,,0,0,-8,104,-4,0
,793,R1.1,,100,1,3,6,1,12,1,x,5,1,12,6,x,5,,7.3,8.0,,0,2,-16,112,-4,0
,794,R0.1,,100,2,1,6,0,51,1,x,5,0,51,5,x,5,,6.7,6.4,,0,2,-12,108,-4,0
,795,R1.0,,100,3,2,6,1,12,5,x,1,1,12,2,x,1,,7.2,7.7,,0,2,-16,112,-4,0
,796,R0.0,,100,4,0,6,0,51,5,x,1,0,51,1,x,1,,6.5,6.5,,0,2,-12,108,-4,0
,797,R1.1,,100,5,3,6,1,13,1,x,5,1,13,6,x,5,,7.3,7.8,,0,2,-16,112,-4,0
,798,R0.1,,100,6,1,6,0,50,1,x,5,0,50,5,x,5,,6.5,6.4,,0,2,-12,108,-4,0
,799,R1.0,,100,7,2,6,1,13,5,x,1,1,13,2,x,1,,7.2,7.5,,0,2,-16,112,-4,0
,800,R0.0,,100,8,0,6,0,50,5,x,1,0,50,1,x,1,,6.3,6.6,,0,2,-12,108,-4,0
,801,R1.0,,101,1,2,6,1,14,2,,2,1,14,6,x,2,,6.2,6.8,,0,2,-12,108,-4,0
,802,R0.0,,101,2,0,6,0,49,2,,2,0,49,5,x,2,,7.4,7.0,,0,2,-12,108,-4,0
,803,R1.1,,101,3,3,6,1,14,6,,6,1,14,2,x,6,,6.3,6.6,,0,2,-12,108,-4,0
,804,R0.1,,101,4,1,6,0,49,6,,6,0,49,1,x,6,,7.3,7.2,,0,2,-12,108,-4,0
,805,R1.0,,101,5,2,6,1,15,2,,2,1,15,6,x,2,,6.2,6.6,,0,2,-12,108,-4,0
,806,R0.0,,101,6,0,6,0,48,2,,2,0,48,5,x,2,,7.1,7.1,,0,2,-12,108,-4,0
,807,R1.1,,101,7,3,6,1,15,6,,6,1,15,2,x,6,,6.3,6.3,,0,2,-12,108,-4,0
,808,R0.1,,101,8,1,6,0,48,6,,6,0,48,1,x,6,,7.0,7.2,,0,2,-12,108,-4,0
,809,R1.0,,102,1,2,6,1,12,2,,2,1,12,7,x,2,,5.5,6.0,,0,0,-8,104,-4,0
,810,R0.0,,102,2,0,6,0,51,2,,2,0,51,6,x,2,,8.5,8.3,,0,2,-12,108,-4,0
,811,R1.1,,102,3,3,6,1,12,6,,6,1,12,3,x,6,,5.6,5.8,,0,0,-8,104,-4,0
,812,R0.1,,102,4,1,6,0,51,6,,6,0,51,2,x,6,,8.5,8.2,,0,2,-12,108,-4,0
,813,R1.0,,102,5,2,6,1,13,2,,2,1,13,7,x,2,,5.5,5.7,,0,0,-8,104,-4,0
,814,R0.0,,102,6,0,6,0,50,2,,2,0,50,6,x,2,,8.3,8.4,,0,2,-12,108,-4,0
,815,R1.1,,102,7,3,6,1,13,6,,6,1,13,3,x,6,,5.6,5.5,,0,0,-8,104,-4,0
,816,R0.1,,102,8,1,6,0,50,6,,6,0,50,2,x,6,,8.2,8.2,,0,2,-12,108,-4,0
,817,R1.0,,103,1,2,6,1,14,3,,3,1,14,7,x,3,,4.5,4.8,,0,0,-8,104,-4,0
,818,R0.0,,103,2,0,6,0,49,3,,3,0,49,6,x,3,,9.2,9.0,,0,2,-16,116,-4,0
,819,R1.1,,103,3,3,6,1,14,7,,7,1,14,3,x,7,,4.3,4.6,,0,0,-8,104,-4,0
,820,R0.1,,103,4,1,6,0,49,7,,7,0,49,2,x,7,,8.9,8.9,,0,2,-16,116,-4,0
,821,R1.0,,103,5,2,6,1,15,3,,3,1,15,7,x,3,,4.5,4.5,,0,0,-8,104,-4,0
,822,R0.0,,103,6,0,6,0,48,3,,3,0,48,6,x,3,,8.9,9.1,,0,2,-16,116,-4,0
,823,R1.1,,103,7,3,6,1,15,7,,7,1,15,3,x,7,,4.3,4.4,,0,0,-8,104,-4,0
,824,R0.1,,103,8,1,6,0,48,7,,7,0,48,2,x,7,,8.6,8.9,,0,2,-16,116,-4,0
,825,R1.0,,104,1,2,6,1,12,3,,3,1,12,4,x,3,,3.8,4.0,,0,0,-8,104,-4,0
,826,R0.0,,104,2,0,6,0,51,3,,3,0,51,7,x,3,,10.3,9.4,,0,2,-16,116,-4,0
,827,R1.1,,104,3,3,6,1,12,7,,7,1,12,0,x,7,,3.7,3.8,,0,0,-8,104,-4,0
,828,R0.1,,104,4,1,6,0,51,7,,7,0,51,3,x,7,,10.1,9.4,,0,2,-16,116,-4,0
,829,R1.0,,104,5,2,6,1,13,3,,3,1,13,4,x,3,,3.8,3.7,,0,0,-8,104,-4,0
,830,R0.0,,104,6,0,6,0,50,3,,3,0,50,7,x,3,,10.1,9.4,,0,2,-16,116,-4,0
,831,R1.1,,104,7,3,6,1,13,7,,7,1,13,0,x,7,,3.7,3.5,,0,0,-8,104,-4,0
,832,R0.1,,104,8,1,6,0,50,7,,7,0,50,3,x,7,,9.8,9.4,,0,2,-16,116,-4,0
,833,R1.1,,105,1,3,6,1,10,0,x,4,1,10,4,x,4,,9.9,10.5,,0,2,-16,124,-4,0
,834,R0.1,,105,2,1,6,0,53,0,x,4,0,53,7,x,4,,4.3,3.7,,0,0,-8,104,-4,0
,835,R1.0,,105,3,2,6,1,10,4,x,0,1,10,0,x,0,,10.0,10.3,,0,2,-16,124,-4,0
,836,R0.0,,105,4,0,6,0,53,4,x,0,0,53,3,x,0,,4.4,3.7,,0,0,-8,104,-4,0
,837,R1.1,,105,5,3,6,1,11,0,x,4,1,11,4,x,4,,9.9,10.2,,0,2,-16,124,-4,0
,838,R0.1,,105,6,1,6,0,52,0,x,4,0,52,7,x,4,,4.1,3.7,,0,0,-8,104,-4,0
,839,R1.0,,105,7,2,6,1,11,4,x,0,1,11,0,x,0,,10.0,10.0,,0,2,-16,124,-4,0
,840,R0.0,,105,8,0,6,0,52,4,x,0,0,52,3,x,0,,4.1,3.7,,0,0,-8,104,-4,0
,841,R1.1,,106,1,3,6,1,8,0,x,4,1,8,5,x,4,,9.2,9.8,,0,2,-16,116,-4,0
,842,R0.1,,106,2,1,6,0,55,0,x,4,0,55,4,x,4,,5.5,4.9,,0,0,-8,104,-4,0
,843,R1.0,,106,3,2,6,1,8,4,x,0,1,8,1,x,0,,9.3,9.8,,0,2,-16,116,-4,0
,844,R0.0,,106,4,0,6,0,55,4,x,0,0,55,0,x,0,,5.5,4.9,,0,0,-8,104,-4,0
,845,R1.1,,106,5,3,6,1,9,0,x,4,1,9,5,x,4,,9.2,9.5,,0,2,-16,116,-4,0
,846,R0.1,,106,6,1,6,0,54,0,x,4,0,54,4,x,4,,5.2,4.9,,0,0,-8,104,-4,0
,847,R1.0,,106,7,2,6,1,9,4,x,0,1,9,1,x,0,,9.4,9.6,,0,2,-16,116,-4,0
,848,R0.0,,106,8,0,6,0,54,4,x,0,0,54,0,x,0,,5.2,5.0,,0,0,-8,104,-4,0
,849,R1.1,,107,1,3,6,1,10,1,x,5,1,10,5,x,5,,8.2,8.7,,0,2,-16,120,-8,0
,850,R0.1,,107,2,1,6,0,53,1,x,5,0,53,4,x,5,,6.1,5.6,,0,0,-8,100,0,0
,851,R1.0,,107,3,2,6,1,10,5,x,1,1,10,1,x,1,,8.1,8.7,,0,2,-16,120,-8,0
,852,R0.0,,107,4,0,6,0,53,5,x,1,0,53,0,x,1,,5.9,5.6,,0,0,-8,100,0,0
,853,R1.1,,107,5,3,6,1,11,1,x,5,1,11,5,x,5,,8.2,8.4,,0,2,-16,120,-8,0
,854,R0.1,,107,6,1,6,0,52,1,x,5,0,52,4,x,5,,5.9,5.6,,0,0,-8,100,0,0
,855,R1.0,,107,7,2,6,1,11,5,x,1,1,11,1,x,1,,8.1,8.4,,0,2,-16,120,-8,0
,856,R0.0,,107,8,0,6,0,52,5,x,1,0,52,0,x,1,,5.7,5.6,,0,0,-8,100,0,0
,857,R1.1,,108,1,3,6,1,8,1,x,5,1,8,6,x,5,,7.5,8.2,,0,2,-16,112,-4,0
,858,R0.1,,108,2,1,6,0,55,1,x,5,0,55,5,x,5,,7.3,6.6,,0,0,-8,108,-4,0
,859,R1.0,,108,3,2,6,1,8,5,x,1,1,8,2,x,1,,7.5,7.9,,0,2,-16,112,-4,0
,860,R0.0,,108,4,0,6,0,55,5,x,1,0,55,1,x,1,,7.1,6.7,,0,0,-8,108,-4,0
,861,R1.1,,108,5,3,6,1,9,1,x,5,1,9,6,x,5,,7.5,7.9,,0,2,-16,112,-4,0
,862,R0.1,,108,6,1,6,0,54,1,x,5,0,54,5,x,5,,7.0,6.6,,0,0,-8,108,-4,0
,863,R1.0,,108,7,2,6,1,9,5,x,1,1,9,2,x,1,,7.5,7.7,,0,2,-16,112,-4,0
,864,R0.0,,108,8,0,6,0,54,5,x,1,0,54,1,x,1,,6.8,6.8,,0,0,-8,108,-4,0
,865,R1.0,,109,1,2,6,1,10,2,,2,1,10,6,x,2,,6.5,7.1,,0,2,-12,108,-4,0
,866,R0.0,,109,2,0,6,0,53,2,,2,0,53,5,x,2,,8.0,7.2,,0,2,-12,108,-4,0
,867,R1.1,,109,3,3,6,1,10,6,,6,1,10,2,x,6,,6.6,6.8,,0,2,-12,108,-4,0
,868,R0.1,,109,4,1,6,0,53,6,,6,0,53,1,x,6,,7.9,7.4,,0,2,-12,108,-4,0
,869,R1.0,,109,5,2,6,1,11,2,,2,1,11,6,x,2,,6.5,6.8,,0,2,-12,108,-4,0
,870,R0.0,,109,6,0,6,0,52,2,,2,0,52,5,x,2,,7.7,7.3,,0,2,-12,108,-4,0
,871,R1.1,,109,7,3,6,1,11,6,,6,1,11,2,x,6,,6.6,6.5,,0,2,-12,108,-4,0
,872,R0.1,,109,8,1,6,0,52,6,,6,0,52,1,x,6,,7.6,7.4,,0,2,-12,108,-4,0
,873,R1.0,,110,1,2,6,1,8,2,,2,1,8,7,x,2,,5.9,6.3,,0,2,-12,108,-4,0
,874,R0.0,,110,2,0,6,0,55,2,,2,0,55,6,x,2,,9.1,8.5,,0,2,-16,112,-4,0
,875,R1.1,,110,3,3,6,1,8,6,,6,1,8,3,x,6,,5.9,6.1,,0,2,-12,108,-4,0
,876,R0.1,,110,4,1,6,0,55,6,,6,0,55,2,x,6,,9.0,8.3,,0,2,-16,112,-4,0
,877,R1.0,,110,5,2,6,1,9,2,,2,1,9,7,x,2,,5.9,6.0,,0,2,-12,108,-4,0
,878,R0.0,,110,6,0,6,0,54,2,,2,0,54,6,x,2,,8.8,8.5,,0,2,-16,112,-4,0
,879,R1.1,,110,7,3,6,1,9,6,,6,1,9,3,x,6,,6.0,5.8,,0,2,-12,108,-4,0
,880,R0.1,,110,8,1,6,0,54,6,,6,0,54,2,x,6,,8.8,8.4,,0,2,-16,112,-4,0
,881,R1.0,,111,1,2,6,1,10,3,,3,1,10,7,x,3,,4.9,5.1,,0,0,-8,104,-4,0
,882,R0.0,,111,2,0,6,0,53,3,,3,0,53,6,x,3,,9.8,9.1,,0,2,-16,116,-4,0
,883,R1.1,,111,3,3,6,1,10,7,,7,1,10,3,x,7,,4.7,5.0,,0,0,-8,104,-4,0
,884,R0.1,,111,4,1,6,0,53,7,,7,0,53,2,x,7,,9.5,9.0,,0,2,-16,116,-4,0
,885,R1.0,,111,5,2,6,1,11,3,,3,1,11,7,x,3,,4.9,4.8,,0,0,-8,104,-4,0
,886,R0.0,,111,6,0,6,0,52,3,,3,0,52,6,x,3,,9.5,9.2,,0,2,-16,116,-4,0
,887,R1.1,,111,7,3,6,1,11,7,,7,1,11,3,x,7,,4.7,4.7,,0,0,-8,104,-4,0
,888,R0.1,,111,8,1,6,0,52,7,,7,0,52,2,x,7,,9.2,9.0,,0,2,-16,116,-4,0
,889,R1.0,,112,1,2,6,1,8,3,,3,1,8,4,x,3,,4.2,4.5,,0,0,-8,104,-4,0
,890,R0.0,,112,2,0,6,0,55,3,,3,0,55,7,x,3,,10.9,10.0,,0,2,-16,124,-4,0
,891,R1.1,,112,3,3,6,1,8,7,,7,1,8,0,x,7,,4.1,4.4,,0,0,-8,104,-4,0
,892,R0.1,,112,4,1,6,0,55,7,,7,0,55,3,x,7,,10.6,10.0,,0,2,-16,124,-4,0
,893,R1.0,,112,5,2,6,1,9,3,,3,1,9,4,x,3,,4.2,4.2,,0,0,-8,104,-4,0
,894,R0.0,,112,6,0,6,0,54,3,,3,0,54,7,x,3,,10.6,10.0,,0,2,-16,124,-4,0
,895,R1.1,,112,7,3,6,1,9,7,,7,1,9,0,x,7,,4.1,4.1,,0,0,-8,104,-4,0
,896,R0.1,,112,8,1,6,0,54,7,,7,0,54,3,x,7,,10.4,10.0,,0,2,-16,124,-4,0
,897,R1.1,,113,1,3,7,1,6,0,x,4,1,6,4,x,4,,10.4,11.0,,0,2,-12,132,-4,0
,898,R0.1,,113,2,1,7,0,57,0,x,4,0,57,7,x,4,,4.9,4.3,,0,0,-8,100,0,0
,899,R1.0,,113,3,2,7,1,6,4,x,0,1,6,0,x,0,,10.6,10.9,,0,2,-12,132,-4,0
,900,R0.0,,113,4,0,7,0,57,4,x,0,0,57,3,x,0,,4.9,4.3,,0,0,-8,100,0,0
,901,R1.1,,113,5,3,7,1,7,0,x,4,1,7,4,x,4,,10.5,10.8,,0,2,-12,132,-4,0
,902,R0.1,,113,6,1,7,0,56,0,x,4,0,56,7,x,4,,4.7,4.3,,0,0,-8,100,0,0
,903,R1.0,,113,7,2,7,1,7,4,x,0,1,7,0,x,0,,10.6,10.6,,0,2,-12,132,-4,0
,904,R0.0,,113,8,0,7,0,56,4,x,0,0,56,3,x,0,,4.7,4.3,,0,0,-8,100,0,0
,905,R1.0,,114,1,2,7,1,4,4,x,0,1,4,5,x,0,,9.9,10.3,,0,2,-12,132,-4,0
,906,R0.0,,114,2,0,7,0,59,4,x,0,0,59,4,x,0,,6.1,5.5,,0,2,-12,108,-4,0
,907,R1.1,,114,3,3,7,1,4,0,x,4,1,4,1,x,4,,9.9,10.3,,0,2,-12,132,-4,0
,908,R0.1,,114,4,1,7,0,59,0,x,4,0,59,0,x,4,,6.0,5.3,,0,2,-12,108,-4,0
